Title,ID,Published_date,Tags,Views,Likes,Comments,Duration,Captoins
Flirting With Disaster - The Importance of Safety: Crash Course Engineering #28,WavEcAsI2AY,2018-12-13T21:04:45Z,"['education', 'engineering', 'stem', 'women in stem', 'safety']",84464,0,107,PT11M13S,true
Neural Networks: Crash Course Statistics #41,JBlm4wnjNMY,2018-12-12T21:28:41Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'statistics', 'ap stats', 'neural network', 'deep learning', 'feed forward', 'node', 'activation function', 'rectified linear unit', 'ReLU', 'long short-term memory network', 'convolutional nerural network', 'generative adversarial networks', 'GANs', 'artificial intelligence', 'machine learning']",84883,0,82,PT12M16S,true
Futurism and Constructivism: Crash Course Theater #39,u_JmkmPYpec,2018-12-07T22:35:05Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'theater', 'theatre', 'Italy', 'Russia', 'Futurist', 'Constructivist', 'automobilism', 'manifesto', 'Marinetti', 'Meyerhold', 'electric doll', 'play', 'drama', 'actor', 'acting', 'actress', 'director', 'direction']",127818,0,131,PT13M52S,true
Engineering Ethics: Crash Course Engineering #27,5KZx81crb48,2018-12-06T21:00:17Z,"['education', 'stem', 'engineering', 'ethics', 'women in stem']",223130,0,243,PT9M51S,true
A History of Crash Course,1Q5cPfbmSD8,2018-12-04T22:03:39Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'a history of crash course', 'documentary', 'nick jenkins', 'stan muller', 'nicole sweeney', 'shini somara', 'craig benzine', 'wheezy waiter', 'zulahia razak', 'meredith danko', 'brandon brungard', 'patreon', 'pbs digital studios', 'michael aranda']",243978,0,1008,PT19M52S,false
The Mind/Brain: Crash Course History of Science #30,bmsTvIJamIs,2018-12-04T00:02:52Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'history of science', 'the brain', 'brain science', 'psychology', 'the mind', 'mind science', 'freud', 'asylums', 'hospitals', 'shell shock', 'treatment']",202074,0,202,PT12M47S,true
Expressionist Theater: Crash Course Theater #38,B99H6Ygnzgw,2018-11-30T23:28:14Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'theater', 'theatre', 'expressionism', 'expressionist', 'mike rugnetta', 'impressionist', 'impressionism', 'monet', 'van gogh', 'hansclever', 'strindberg', 'Georg Kaiser', 'Adolphe Appia']",127790,0,91,PT12M15S,true
"Skyscrapers, Statics, & Dynamics: Crash Course Engineering #26",xOkJFrXg8V0,2018-11-29T20:59:40Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education']",70841,0,64,PT10M10S,true
Statistics in the Courts: Crash Course Statistics #40,HqH-6yw60m0,2018-11-28T22:09:11Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'statistics', 'ap stats', 'ap statistics', 'alfred dreyfus', 'bordereau', 'sally clark', 'roy meadow', 'jonathan dorfman', 'court system', 'probability', 'mistakes']",49655,0,45,PT11M18S,true
"Cinema, Radio, and Television: Crash Course History of Science #29",go3AwYghhdI,2018-11-26T23:19:08Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'cinema', 'radio', 'television', 'edison', 'hertz', 'baird', 'mass communication', 'History of Science', '20th Century Science']",230230,0,217,PT12M7S,true
"Dada, Surrealism, and Symbolism: Crash Course Theater #37",Fx0Z6y2HmlM,2018-11-23T23:17:52Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'surreal', 'surrealist', 'surrealism', 'dada', 'Maeterlinck', 'Lugne', 'Andre Breton', 'Alfred Jarry', 'Ubu Roi', 'Pere Ubu', 'France', 'theater', 'theatre', 'symbolism', ""Theatre de l'Ouvre""]",176703,0,167,PT12M26S,false
Big Data Problems: Crash Course Statistics #39,Im3GkAYUivE,2018-11-21T22:07:49Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'statistics', 'stats', 'ap stats', 'ap statistics', 'big data', 'algorithmic bias', 'transparency', 'privacy', 'security', 'k-anonymity', 'golden state killer', 'gdpr', 'coppa', 'neural networks', 'compas', 'bias']",90341,0,54,PT12M51S,true
"Cheese, Catastrophes, & Process Control: Crash Course Engineering #25",BT_JUbpZ1lQ,2018-11-15T21:13:32Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education']",79007,0,88,PT11M2S,true
Intro to Big Data: Crash Course Statistics #38,vku2Bw7Vkfs,2018-11-14T22:00:25Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'big data', 'statistics', 'stats', 'ap stats', 'ap statistics', 'city brain', 'netflix', 'computers']",178009,0,118,PT11M23S,true
"Ford, Cars, and a New Revolution: Crash Course History of Science #28",UPvwpYeOJnI,2018-11-12T23:25:53Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'henry ford', 'ford motor company', 'model t', 'ford cars', 'industrial revolution', 'second industrial revolution', 'history of science', 'industry']",284174,0,252,PT11M58S,true
"Synge, Wilde, Shaw, and the Irish Renaissance: Crash Course Theater #36",K3SzObknn8I,2018-11-09T21:18:22Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'theater', 'theatre', 'stage', 'play', 'actor', 'actress', 'acting', 'Ireland', 'Irish', 'Synge', 'Yeats', 'Oscar Wilde', 'George Bernard Shaw', 'The Importance of Being Earnest', 'playwright', 'writing', 'author']",94807,0,112,PT11M53S,true
Biomaterials: Crash Course Engineering #24,-jw8osY5QJM,2018-11-08T21:01:45Z,"['education', 'engineering', 'stem', 'biomaterials']",126870,0,44,PT11M10S,true
Unsupervised Machine Learning: Crash Course Statistics #37,IUn8k5zSI6g,2018-11-07T22:01:24Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'unsupervised', 'machine learning', 'clustering', 'k-means', 'hierarchical clustering', 'silhouette score', 'dendrogram', 'agglomerative clustering', 'bottom-up clustering']",71760,0,63,PT10M56S,true
Electricity: Crash Course History of Science #27,JoscDcbAjbY,2018-11-05T22:49:40Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'history of science', 'electricity', 'current', 'electrical current', 'thomas edison', 'edison', 'luigi galvani', 'galvani', 'fankenstein', 'Hauksbee', 'Stephen Gray']",415263,0,430,PT12M33S,true
The Horrors of the Grand Guignol: Crash Course Theater #35,jUM4RkZ1tuI,2018-11-02T19:02:06Z,"['theater', 'theatre', 'Mike Rugnetta', 'play', 'drama', 'Grand Guignol', 'Theatre Libre', 'Paris', 'France', 'horror', 'shock', 'Andre Antoine', 'Binet', 'french', 'naturalism', 'fait-divers', 'Oscar Metenier', 'Max Maurey', 'World War']",77892,0,111,PT11M43S,true
The Mighty Power of Nanomaterials: Crash Course Engineering #23,IkYimZBzguw,2018-11-01T17:38:52Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education']",221324,0,102,PT8M51S,true
Supervised Machine Learning: Crash Course Statistics #36,jmLid2x9eKg,2018-10-31T21:24:30Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'statistics', 'stats', 'ap statistics', 'machine learning', 'supervised', 'lgistic regression', 'linear discriminant analysis', 'lda', 'k nearest neighbors', 'knn', 'prediction']",71709,0,42,PT11M51S,true
Thermodynamics: Crash Course History of Science #26,VpiLucwH-AQ,2018-10-29T22:34:06Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'thermodynamics', 'physics', 'heat', 'heat exchange', 'history of science', 'science']",270624,0,197,PT12M29S,true
"Silicon, Semiconductors, & Solar Cells: Crash Course Engineering #22",ivWXuOd5SrI,2018-10-25T21:01:54Z,"['education', 'stem', 'engineering', 'silicon', 'semiconductors', 'solar cells']",159804,0,98,PT10M39S,true
Fitting Models Is like Tetris: Crash Course Statistics #35,QdmG6uUtB4o,2018-10-24T21:14:03Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'statistics', 'stats', 'ap stats', 'ANOVA', 'ANCOVA', 'RMA', 'model', 'regression', 'analysis of variance', 'analysis of covariance', 'repeated measures anova', 'error', 'covariates']",53199,0,45,PT11M9S,true
Genetics - Lost and Found: Crash Course History of Science #25,QmiwQ0Kosa8,2018-10-22T21:44:20Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'history of science', 'genetics', 'origin of genetics', 'gregor mendel', 'mendelian genetics', 'genes']",308334,0,239,PT12M2S,true
Chekhov and the Moscow Art Theater: Crash Course Theater #34,uMzuxuA1POU,2018-10-19T22:49:52Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'Chekhov', 'Russia', 'Moscow', 'theater', 'theatre', 'drama', 'play', 'playwright', 'actor', 'actress', 'Seagull', 'Cherry Orchard', 'Catherine the Great', 'Russians']",150042,0,96,PT12M26S,true
"Electrical Power, Conductors, & Your Dream Home: Crash Course Engineering #21",uTWHMchUlws,2018-10-18T21:32:23Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education']",100324,0,106,PT10M47S,true
ANOVA Part 2: Dealing with Intersectional Groups: Crash Course Statistics #34,wo1xlefg5KI,2018-10-17T20:57:21Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'stats', 'statistics', 'ap stats', 'ANOVA', 'analysis of variance', 'model', 'general linear model', 'factorial anova', 'eta squared', 'interaction plot']",78307,0,54,PT12M42S,true
Micro-Biology: Crash Course History of Science #24,2JdBH2tys6M,2018-10-15T23:17:00Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'germ theory', 'micro biology', 'john snow', 'viruses', 'microbes', 'microscopes', 'history of science']",581709,0,241,PT12M12S,true
"Symbolism, Realism, and a Nordic Playwright Grudge Match: Crash Course Theater #33",xiiaed3puhY,2018-10-12T21:34:18Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'theater', 'theatre', 'drama', 'play', 'plays', 'acting', 'stage', 'actor', 'Ibsen', 'Strindberg', ""Doll's House"", 'Nora', 'Norway', 'Sweden', 'Europe']",144255,0,110,PT13M9S,true
ANOVA: Crash Course Statistics #33,oOuu8IBd-yo,2018-10-10T21:14:11Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'statistics', 'stats', 'ap stats', 'ANOVA', 'analysis of variance', 'general linear model', 'model', 'sum of squares', 'sum of squares total', 'variance', 'glm']",492840,0,164,PT13M17S,true
Eugenics and Francis Galton: Crash Course History of Science #23,JeCKftkNKJ0,2018-10-08T22:37:54Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education']",486979,0,845,PT12M30S,true
Realism Gets Even More Real: Crash Course Theater #32,sDIvfEJ59XY,2018-10-05T21:19:00Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'theater', 'theatre', 'drama', 'play', 'Germany', 'France', 'Realism', 'Andre Antoine', 'Theatre Realisme']",98355,0,81,PT12M25S,true
The Polymer Explosion: Crash Course Engineering #20,XjDDHnByfuo,2018-10-04T19:00:18Z,"['education', 'engineering', 'stem', 'materials', 'polymers']",126944,0,90,PT9M24S,true
Regression: Crash Course Statistics #32,WWqE7YHR4Jc,2018-10-03T20:48:35Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'Regression', 'General Linear Model', 'Regression Model', 'statistics', 'stats', 'ap statistics', 'y-hat', 'y-bar', 'regression line', 'error', 'f-statistic', 'sum of squares']",635400,0,186,PT12M40S,true
The Philosopher's Corpse: Crash Course Recess #2,d5CIm7hJXbU,2018-10-02T19:43:42Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education']",89024,0,165,PT3M19S,true
Darwin and Natural Selection: Crash Course History of Science #22,dfsUz2O2jww,2018-10-01T23:25:52Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education']",985270,0,671,PT13M10S,true
"Zola, France, Realism, and Naturalism: Crash Course Theater #31",KMVnscTctqI,2018-09-28T19:59:32Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'Eugene Scribe', 'Emile Zola', 'France', 'French', 'Mike Rugnetta', 'Paris', 'theater', 'theatre', 'drama', 'plays', 'Dumas', 'Victor Hugo', 'Realism', 'Naturalism']",169617,0,101,PT12M37S,true
Metals & Ceramics: Crash Course Engineering #19,NOK1nMiiTWU,2018-09-27T19:01:40Z,"['education', 'stem', 'materials', 'engineering', 'metals', 'ceramics']",215711,0,155,PT10M3S,true
The Replication Crisis: Crash Course Statistics #31,vBzEGSm23y8,2018-09-26T20:59:09Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'statistics', 'stats', 'replicability', 'reproducability', 'repliaction', 'crisis', 'statistical power', 'false discovery rate', 'significant', 'p-value', 'power posing']",90742,0,76,PT14M36S,true
The Industrial Revolution: Crash Course History of Science #21,FCpqN7GmLYk,2018-09-25T19:52:05Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'history of science', 'science', 'industrial revolution', 'steam engine', 'engineering', 'steam coal', 'environment']",498356,0,230,PT12M29S,true
Race Melodrama and Minstrel Shows: Crash Course Theater #30,M3K9uKIMob0,2018-09-21T21:42:32Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'drama', 'theater', 'theatre', 'play', 'plays', 'playwright', 'show', 'show business', 'stage', 'staged', 'minstrel', 'blackface', 'minstrelsy', 'Jim Crow', 'black face']",123629,0,145,PT13M39S,true
"Reaching Breaking Point: Materials, Stresses, & Toughness: Crash Course Engineering #18",GpiBSFMFe-w,2018-09-20T20:03:15Z,"['Crash Course', 'crashcourse', 'education', 'stem', 'women in stem', 'engineering', 'materials', 'materials science']",120981,0,95,PT11M24S,true
North America Gets a Theater...Riot: Crash Course Theater #29,DA16n8ilUp8,2018-09-14T22:03:08Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'theater', 'theatre', 'drama', 'play', 'America', 'North America', 'Native American', 'First Peoples', 'New York', 'Philadelphia', 'Broadway', 'playwright']",86797,0,88,PT12M40S,false
Mass Separation: Crash Course Engineering #17,YjuZs8PFIEU,2018-09-13T20:00:57Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education']",88594,0,83,PT11M16S,true
Earth Science: Crash Course History of Science #20,V2381lUhqc0,2018-09-10T21:02:10Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'geology', 'history of science', 'how old is the earth', 'fossils', 'earth science']",524147,0,333,PT13M44S,true
The Rise of Melodrama: Crash Course Theater #28,wxzz31ww4M4,2018-09-07T21:23:38Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'theater', 'theatre', 'drama', 'play', 'actor', 'actress', 'melodrama', 'melodramatic', 'London', 'Paris', 'France', 'England', 'UK', 'stage', 'stagecraft', 'sets', 'Mike Rugnetta', 'the gaslight']",183931,0,95,PT12M7S,true
"Drugs, Dyes, & Mass Transfer: Crash Course Engineering #16",-YTC3A6dEGM,2018-09-06T18:10:41Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'stem', 'women in stem', 'dr shini somara', 'mass transfer', 'engineering', 'physics']",83643,0,61,PT8M24S,true
P-Hacking: Crash Course Statistics #30,Gx0fAjNHb1M,2018-09-05T21:03:57Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'statistics', 'ap stats', 'ap statistics', 'p-hacking', 'data fishing', 'data dredging', 'nhst', 'null hypothesis significance testing', 'family wise error rate', 'cornell food lab', 'p-value', 'p-hack']",129525,0,99,PT11M2S,true
How Not to Set Your Pizza on Fire: Crash Course Engineering #15,B0CwRyBlt1s,2018-08-30T19:17:55Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'heat exchangers', 'stem', 'engineering', 'women in stem', 'dr. shini somara', 'heat transfer']",99867,0,138,PT10M39S,true
Chi-Square Tests: Crash Course Statistics #29,7_cs1YlZoug,2018-08-29T21:09:05Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'chi-square', 'tests', 'categorical data', 'goodness of fit test', 'test of independence', 'test of homogeneity', 'statistics', 'ap stats', 'ap statistics']",539157,0,160,PT11M4S,true
Biology Before Darwin: Crash Course History of Science #19,K4CKmYSMT_0,2018-08-27T22:48:29Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education']",403007,0,270,PT12M51S,true
"Why So Angry, German Theater? Crash Course Theater #27",zMO258I-7uc,2018-08-24T22:02:32Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'theater', 'theatre', 'Faust', 'Goethe', 'Wagner', 'Schiller', 'plays', 'drama', 'play', 'actor', 'acting', 'stage', 'production', 'German', 'Germany', 'Mephistopheles', 'Mike Rugnetta', 'Sturm', 'Drang', 'animation']",91736,0,158,PT11M50S,true
Heat Transfer: Crash Course Engineering #14,YK7G6l_K6sA,2018-08-23T20:02:23Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'stem', 'engineering', 'dr. shini somara', 'women in stem', 'heat transfer', 'physics', 'conduction', 'radiation', 'convection']",629002,0,152,PT8M36S,true
Degrees of Freedom and Effect Sizes: Crash Course Statistics #28,Cm0vFoGVMB8,2018-08-22T20:47:29Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'statistics', 'ap stats', 'ap statistics', 'degrees of freedom', 'effect sizes', 't test', 'practically significant', 'statistically significant', 'p-value']",167940,0,75,PT13M30S,true
The New Chemistry: Crash Course History of Science #18,_M694ED8GtI,2018-08-20T22:33:43Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'history of science', 'science history', 'chemistry', 'Lavoisier', 'flogiston', 'aether']",241734,0,232,PT13M15S,true
England's Sentimental Theater: Crash Course Theater #26,DenEXMVt0gU,2018-08-17T22:11:27Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'drama', 'theater', 'theatre', 'play', 'playhouse', 'audience', 'comedy', 'comedies', 'comedic', 'sentimental', 'bourgeois tragedy', 'covent garden', 'drury lane', 'London Merchant', 'Richard Steele', 'David Garrick', 'actor', 'acting']",78501,0,84,PT12M11S,true
Fluid Flow & Equipment: Crash Course Engineering #13,bRrfsv9hiX4,2018-08-16T19:04:21Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'engineering', 'stem', 'women in stem', 'dr shini somara', 'science', 'fluid flow', 'daniel bernoulli', ""bernoulli's principle"", ""bernoulli's equation""]",119461,0,104,PT9M26S,true
T-Tests: A Matched Pair Made in Heaven: Crash Course Statistics #27,AGh66ZPpOSQ,2018-08-15T21:38:41Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'stats', 'statistics', 'ap stats', 'ap statistics', 'test statistic', 'matched pair t-test', 't-test']",230858,0,83,PT11M17S,true
Newton and Leibniz: Crash Course History of Science #17,9UKGPOwR-iw,2018-08-14T21:21:44Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'isaac newton', 'leibniz', 'physics', 'light', 'astronomy', 'calculus', 'plague']",430489,0,460,PT13M50S,true
"China, Zaju, and Beijing Opera: Crash Course Theater #25",yzAdZDK4XKA,2018-08-10T21:33:48Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'theater', 'theatre', 'China', 'Beijing', 'Yuan', 'Han', 'Dynasty', 'Sui', 'Song', 'Romance of the Three Kingdoms', 'emperor', 'Beijing Opera', 'Chinese', 'Mongols']",140706,0,120,PT11M44S,true
"Stress, Strain & Quicksand: Crash Course Engineering #12",ouTJkNLepF0,2018-08-09T21:17:00Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'stem', 'women in stem', 'dr shini somara', 'fluid mechanics', 'fluid dynamics', 'stress', 'strain', 'engineering', 'technology', 'science', 'viscosity', 'newton']",206490,0,133,PT9M10S,true
Test Statistics: Crash Course Statistics #26,QZ7kgmhdIwA,2018-08-08T21:43:37Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'statistics', 'stats', 'ap stats', 'ap statistics', 'test statistic', 't-test', 'z-test', 'critical value', 'p-value', 'f test', 'chi-square']",228281,0,93,PT12M50S,true
The Columbian Exchange: Crash Course History of Science #16,UC5km6-o2oM,2018-08-06T21:56:00Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'history of science', 'the columbian exchange', 'slave trade', 'information exchange', 'christopher columbus', 'colonialism']",429571,0,278,PT12M58S,true
All Night Demon Dance Party - Kathakali: Crash Course Theater #24,5lp-HBv-3bA,2018-08-03T23:26:48Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'theater', 'theatre', 'drama', 'stage', 'staging', 'act', 'acting', 'actor', 'actress', 'India', 'Kathakali', 'Sanskrit', 'dance']",112860,0,150,PT10M59S,false
"Heat Engines, Refrigerators, & Cycles: Crash Course Engineering #11",iZOXW5aaCZg,2018-08-02T19:02:52Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'engineering', 'stem', 'women in stem', 'dr. shini somara', 'cycles', 'heat engines', 'heat pumps', 'phase diagrams', 'renewable energy', 'zeer pot']",229905,0,130,PT10M44S,true
Bayes in Science and Everyday Life: Crash Course Statistics #25,51bLRF02b4w,2018-08-01T21:02:13Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'stats', 'statistics', 'ap statistics', 'bayes', 'bayes theorem', 'bayesian inference', 'bayesian', 'continuous data', 'A/B testing', 'null hypothesis significance testing', 'nhst']",106972,0,63,PT11M14S,true
"Japan, Kabuki, and Bunraku: Crash Course Theater #23",oc3dWwbctw4,2018-07-27T22:01:32Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'Mike Rugnetta', 'theater', 'theatre', 'Japan', 'Japanese', 'Kabuki', 'Bunraku', 'No', 'Noh', 'Tokyo', 'Edo', 'Shogun', 'Shogunate', 'Samurai']",231409,0,173,PT12M39S,true
You Know I'm All About that Bayes: Crash Course Statistics #24,9TDjifpGj-k,2018-07-25T20:57:56Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'statistics', 'stats', 'ap stats', 'ap statistics', 'bayes theorem', 'bayes', 'bayesian', 'posterior', 'prior', 'update', 'belief', 'bayes factor']",316179,0,176,PT12M5S,true
The New Anatomy: Crash Course History of Science #15,3FX07HzYyqI,2018-07-23T22:30:01Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'anatomy', 'new anatomy', 'microscope', 'microbiology', 'history of science']",252601,0,218,PT12M16S,true
"Pre-Columbian Theater, Spanish Empire, and Sor Juana: Crash Course Theater #22",5gxHbYI0uy4,2018-07-21T18:30:37Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'theater', 'theatre', 'drama', 'plays', 'actor', 'acting', 'Americas', 'meso-America', 'columbus', 'pre-columbian', 'Sor Juana', 'Spain', 'Spanish Empire', 'Aztec', 'Inca', 'Mexico']",99977,0,114,PT12M4S,false
Why We Can't Invent a Perfect Engine: Crash Course Engineering #10,2B81W6nNds0,2018-07-19T22:27:28Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'women in stem', 'stem', 'science', 'dr. shini somara', 'thermodynamics', 'entropy', 'heat engines', 'engines']",323090,0,373,PT12M55S,true
Playing with Power: P-Values Pt 3: Crash Course Statistics #23,WWagtGT1zH4,2018-07-18T20:52:08Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'ap stats', 'statistics', 'stats', 'p-value', 'nhst', 'null hypothesis significance testing', 'power', 'type 1', 'type 2', 'error', 'null', 'hypothesis', 'false positive', 'false negative']",108863,0,73,PT12M15S,true
The Scientific Methods: Crash Course History of Science #14,UdQreBq6MOY,2018-07-16T21:17:06Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'descartes', 'bacon', 'gallileo', 'scientific method', 'science', 'history of science']",724856,0,354,PT13M4S,true
Moliere - Man of Satire and Many Burials: Crash Course Theater #21,mdvfXzCoqvA,2018-07-13T20:42:21Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'Moliere', 'France', 'French', 'theater', 'theatre', 'King', 'Louis XIII', 'Louis XIV', 'Paris', 'Hotel Bourgnone', 'Richielieu', 'renaissance', 'Mike Rugnetta', 'playwright', 'Tartuffe']",177339,0,97,PT11M46S,true
The First & Zeroth Laws of Thermodynamics: Crash Course Engineering #9,fSEFfWf2au0,2018-07-12T20:06:20Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'women in stem', 'stem', 'dr. shini somara', 'science', 'engineering', 'thermodynamics', 'thermo']",347804,0,225,PT10M5S,true
P-Value Problems: Crash Course Statistics #22,PPD8lER8ju4,2018-07-11T19:16:27Z,"['crash course', 'crashcourse', 'statistics', 'stats', 'ap stats', 'p-value', 'p values', 'null', 'hypothesis', 'significance', 'testing', 'ronald fisher', 'reject', 'significant']",143043,0,58,PT12M14S,true
The New Astronomy: Crash Course History of Science #13,-FYvy3_egHw,2018-07-09T22:19:52Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education']",403922,0,278,PT12M35S,true
"Rules, Rule-Breaking, and French Neoclassicism: Crash Course Theater #20",fXRpTLvPdT0,2018-07-06T21:53:58Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'France', 'French', 'theater', 'theatre', 'Cardinal Richielieu', 'Academie Francaise', 'play', 'drama', 'Moliere', 'Corneille', 'Louis XIII', 'Louis XIV', 'regent', 'Paris', 'Opera']",137018,0,102,PT13M15S,true
Reversibility & Irreversibility: Crash Course Engineering #8,RKOPoJzqH94,2018-07-05T21:31:09Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'women in stem', 'stem', 'dr shini somara', 'engineering', 'science']",227224,0,141,PT11M5S,true
The Scientific Revolution: Crash Course History of Science #12,vzo8vnxSARg,2018-07-02T21:00:05Z,"['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'the scientific revolution', 'copernicus', 'science', 'revolution', 'astronomy']",792137,0,392,PT12M46S,true
